,CO2 per cápita (toneladas métricas),intervalos,frecuencias
8598,0.192456248,"(-0.00042, 19.969]",8744.0
8599,0.193238285,"(-0.00042, 19.969]",8744.0
8600,0.19601397,"(-0.00042, 19.969]",8744.0
8601,0.184043369,"(-0.00042, 19.969]",8744.0
8602,0.186953328,"(-0.00042, 19.969]",8744.0
8603,0.184555471,"(-0.00042, 19.969]",8744.0
8604,0.160268905,"(-0.00042, 19.969]",8744.0
8605,0.18072673,"(-0.00042, 19.969]",8744.0
8606,0.183360631,"(-0.00042, 19.969]",8744.0
8607,0.140880448,"(-0.00042, 19.969]",8744.0
8608,0.198644125,"(-0.00042, 19.969]",8744.0
8609,0.150011347,"(-0.00042, 19.969]",8744.0
8610,0.215714303,"(-0.00042, 19.969]",8744.0
8611,0.202816253,"(-0.00042, 19.969]",8744.0
8612,0.173492021,"(-0.00042, 19.969]",8744.0
8613,0.102704393,"(-0.00042, 19.969]",8744.0
8614,0.152046098,"(-0.00042, 19.969]",8744.0
8615,0.152666264,"(-0.00042, 19.969]",8744.0
8616,0.137465512,"(-0.00042, 19.969]",8744.0
8617,0.169602368,"(-0.00042, 19.969]",8744.0
8618,0.142910349,"(-0.00042, 19.969]",8744.0
8619,0.150670884,"(-0.00042, 19.969]",8744.0
8620,0.159133714,"(-0.00042, 19.969]",8744.0
8621,0.178055693,"(-0.00042, 19.969]",8744.0
8622,0.220598608,"(-0.00042, 19.969]",8744.0
8623,0.239590405,"(-0.00042, 19.969]",8744.0
8624,0.29215001,"(-0.00042, 19.969]",8744.0
8625,0.26709064,"(-0.00042, 19.969]",8744.0
8626,0.278837922,"(-0.00042, 19.969]",8744.0
8627,0.308883977,"(-0.00042, 19.969]",8744.0
8628,0.318940846,"(-0.00042, 19.969]",8744.0
8629,0.343430682,"(-0.00042, 19.969]",8744.0
8630,0.341750839,"(-0.00042, 19.969]",8744.0
8631,0.349548724,"(-0.00042, 19.969]",8744.0
8632,0.260810811,"(-0.00042, 19.969]",8744.0
8633,0.249290933,"(-0.00042, 19.969]",8744.0
8634,0.242542279,"(-0.00042, 19.969]",8744.0
8635,0.2497509,"(-0.00042, 19.969]",8744.0
8636,0.260456564,"(-0.00042, 19.969]",8744.0
8637,0.464239796,"(-0.00042, 19.969]",8744.0
8638,0.45809809,"(-0.00042, 19.969]",8744.0
8639,0.181319272,"(-0.00042, 19.969]",8744.0
8641,0.120030886,"(-0.00042, 19.969]",8744.0
8642,0.310382967,"(-0.00042, 19.969]",8744.0
8643,0.31117013,"(-0.00042, 19.969]",8744.0
8644,0.324568115,"(-0.00042, 19.969]",8744.0
8645,0.335354502,"(-0.00042, 19.969]",8744.0
8646,0.388663489,"(-0.00042, 19.969]",8744.0
8647,0.526797825,"(-0.00042, 19.969]",8744.0
8648,0.352718851,"(-0.00042, 19.969]",8744.0
8649,0.434896875,"(-0.00042, 19.969]",8744.0
8650,0.497072755,"(-0.00042, 19.969]",8744.0
8651,0.534741356,"(-0.00042, 19.969]",8744.0
8652,0.60187611,"(-0.00042, 19.969]",8744.0
8653,0.575977878,"(-0.00042, 19.969]",8744.0
8654,0.51876284,"(-0.00042, 19.969]",8744.0
8655,0.434280736,"(-0.00042, 19.969]",8744.0
8656,0.529548489,"(-0.00042, 19.969]",8744.0
8657,0.415796835,"(-0.00042, 19.969]",8744.0
8658,0.401049624,"(-0.00042, 19.969]",8744.0
8659,0.358314896,"(-0.00042, 19.969]",8744.0
8660,0.388375287,"(-0.00042, 19.969]",8744.0
8661,0.507363654,"(-0.00042, 19.969]",8744.0
8662,0.423592076,"(-0.00042, 19.969]",8744.0
8663,0.441957794,"(-0.00042, 19.969]",8744.0
8664,0.435502187,"(-0.00042, 19.969]",8744.0
8665,0.436433792,"(-0.00042, 19.969]",8744.0
8666,0.460368778,"(-0.00042, 19.969]",8744.0
8667,0.401188486,"(-0.00042, 19.969]",8744.0
8668,0.418408853,"(-0.00042, 19.969]",8744.0
8669,0.356167681,"(-0.00042, 19.969]",8744.0
8670,0.365257604,"(-0.00042, 19.969]",8744.0
8671,0.384710034,"(-0.00042, 19.969]",8744.0
8672,0.399404376,"(-0.00042, 19.969]",8744.0
8673,0.42801874,"(-0.00042, 19.969]",8744.0
8674,0.437662912,"(-0.00042, 19.969]",8744.0
8675,0.469656021,"(-0.00042, 19.969]",8744.0
8676,0.481487398,"(-0.00042, 19.969]",8744.0
8677,0.519999035,"(-0.00042, 19.969]",8744.0
8678,0.413622745,"(-0.00042, 19.969]",8744.0
8679,0.448464475,"(-0.00042, 19.969]",8744.0
8680,0.444968124,"(-0.00042, 19.969]",8744.0
8681,0.464873613,"(-0.00042, 19.969]",8744.0
8682,0.638487724,"(-0.00042, 19.969]",8744.0
8683,0.58833415,"(-0.00042, 19.969]",8744.0
8684,0.846367833,"(-0.00042, 19.969]",8744.0
8685,1.229944196,"(-0.00042, 19.969]",8744.0
8686,1.472917952,"(-0.00042, 19.969]",8744.0
8687,1.89376546,"(-0.00042, 19.969]",8744.0
8688,2.011115334,"(-0.00042, 19.969]",8744.0
8689,1.340945466,"(-0.00042, 19.969]",8744.0
8690,0.348804797,"(-0.00042, 19.969]",8744.0
8691,1.546459345,"(-0.00042, 19.969]",8744.0
8692,2.693750497,"(-0.00042, 19.969]",8744.0
8693,3.527860465,"(-0.00042, 19.969]",8744.0
8694,8.778174018,"(-0.00042, 19.969]",8744.0
8695,7.853270387,"(-0.00042, 19.969]",8744.0
8696,10.332816856,"(-0.00042, 19.969]",8744.0
8697,9.676666211,"(-0.00042, 19.969]",8744.0
8698,9.852451789,"(-0.00042, 19.969]",8744.0
8699,10.847357465,"(-0.00042, 19.969]",8744.0
8700,13.097456504,"(-0.00042, 19.969]",8744.0
8701,12.174446308,"(-0.00042, 19.969]",8744.0
8702,14.090902447,"(-0.00042, 19.969]",8744.0
8703,15.155702538,"(-0.00042, 19.969]",8744.0
8704,13.02164051,"(-0.00042, 19.969]",8744.0
8705,10.600680265,"(-0.00042, 19.969]",8744.0
8706,11.241546651,"(-0.00042, 19.969]",8744.0
8707,13.053730594,"(-0.00042, 19.969]",8744.0
8708,12.22547627,"(-0.00042, 19.969]",8744.0
8709,12.214143351,"(-0.00042, 19.969]",8744.0
8710,12.814637446,"(-0.00042, 19.969]",8744.0
8711,11.748507724,"(-0.00042, 19.969]",8744.0
8712,12.685843967,"(-0.00042, 19.969]",8744.0
8713,14.291898976,"(-0.00042, 19.969]",8744.0
8714,15.405065156,"(-0.00042, 19.969]",8744.0
8715,15.12729041,"(-0.00042, 19.969]",8744.0
8716,15.559249425,"(-0.00042, 19.969]",8744.0
8717,16.486427375,"(-0.00042, 19.969]",8744.0
8718,19.118755279,"(-0.00042, 19.969]",8744.0
8719,13.366397731,"(-0.00042, 19.969]",8744.0
8720,15.066781195,"(-0.00042, 19.969]",8744.0
8721,18.240147754,"(-0.00042, 19.969]",8744.0
8722,14.588770204,"(-0.00042, 19.969]",8744.0
8723,12.647820522,"(-0.00042, 19.969]",8744.0
8724,12.166624337,"(-0.00042, 19.969]",8744.0
8725,11.97221516,"(-0.00042, 19.969]",8744.0
8726,11.310231205,"(-0.00042, 19.969]",8744.0
8727,7.566013727,"(-0.00042, 19.969]",8744.0
8728,6.833825574,"(-0.00042, 19.969]",8744.0
8729,7.116921432,"(-0.00042, 19.969]",8744.0
8730,6.997632098,"(-0.00042, 19.969]",8744.0
8731,3.965405127,"(-0.00042, 19.969]",8744.0
8732,4.927577946,"(-0.00042, 19.969]",8744.0
8733,4.778242444,"(-0.00042, 19.969]",8744.0
8734,2.655230176,"(-0.00042, 19.969]",8744.0
8735,4.320161437,"(-0.00042, 19.969]",8744.0
8736,0.093332428,"(-0.00042, 19.969]",8744.0
8737,0.120820738,"(-0.00042, 19.969]",8744.0
8738,0.1172802,"(-0.00042, 19.969]",8744.0
8739,0.113826312,"(-0.00042, 19.969]",8744.0
8740,0.138078276,"(-0.00042, 19.969]",8744.0
8741,0.187574444,"(-0.00042, 19.969]",8744.0
8742,0.182014791,"(-0.00042, 19.969]",8744.0
8743,0.227052575,"(-0.00042, 19.969]",8744.0
8744,0.24458733,"(-0.00042, 19.969]",8744.0
8745,0.236770061,"(-0.00042, 19.969]",8744.0
8746,0.251646994,"(-0.00042, 19.969]",8744.0
8747,0.286804962,"(-0.00042, 19.969]",8744.0
8748,0.318686667,"(-0.00042, 19.969]",8744.0
8749,0.368020786,"(-0.00042, 19.969]",8744.0
8750,0.354227264,"(-0.00042, 19.969]",8744.0
8751,0.303297544,"(-0.00042, 19.969]",8744.0
8752,0.310697661,"(-0.00042, 19.969]",8744.0
8753,0.387963951,"(-0.00042, 19.969]",8744.0
8754,0.289473562,"(-0.00042, 19.969]",8744.0
8755,0.493528633,"(-0.00042, 19.969]",8744.0
8756,0.445228824,"(-0.00042, 19.969]",8744.0
8757,0.568913321,"(-0.00042, 19.969]",8744.0
8758,0.490912853,"(-0.00042, 19.969]",8744.0
8759,0.561712005,"(-0.00042, 19.969]",8744.0
8760,0.544357279,"(-0.00042, 19.969]",8744.0
8761,0.555177265,"(-0.00042, 19.969]",8744.0
8762,0.552326374,"(-0.00042, 19.969]",8744.0
8763,0.56244684,"(-0.00042, 19.969]",8744.0
8764,0.534580726,"(-0.00042, 19.969]",8744.0
8765,0.532048619,"(-0.00042, 19.969]",8744.0
8766,0.51739143,"(-0.00042, 19.969]",8744.0
8767,0.50301156,"(-0.00042, 19.969]",8744.0
8768,0.48895704,"(-0.00042, 19.969]",8744.0
8769,0.464464344,"(-0.00042, 19.969]",8744.0
8770,0.440984968,"(-0.00042, 19.969]",8744.0
8771,0.449142068,"(-0.00042, 19.969]",8744.0
8772,0.436739047,"(-0.00042, 19.969]",8744.0
8773,0.424757607,"(-0.00042, 19.969]",8744.0
8774,0.413194738,"(-0.00042, 19.969]",8744.0
8775,0.411181629,"(-0.00042, 19.969]",8744.0
8776,0.400195472,"(-0.00042, 19.969]",8744.0
8777,0.40692977,"(-0.00042, 19.969]",8744.0
8778,0.396302079,"(-0.00042, 19.969]",8744.0
8779,0.402558967,"(-0.00042, 19.969]",8744.0
8780,0.392457207,"(-0.00042, 19.969]",8744.0
8781,0.382869599,"(-0.00042, 19.969]",8744.0
8782,0.373782025,"(-0.00042, 19.969]",8744.0
8783,0.387510034,"(-0.00042, 19.969]",8744.0
8784,0.378784688,"(-0.00042, 19.969]",8744.0
8785,0.377551397,"(-0.00042, 19.969]",8744.0
8786,0.376333439,"(-0.00042, 19.969]",8744.0
8787,0.368304169,"(-0.00042, 19.969]",8744.0
8788,0.327755728,"(-0.00042, 19.969]",8744.0
8789,0.131072782,"(-0.00042, 19.969]",8744.0
8790,0.145725026,"(-0.00042, 19.969]",8744.0
8791,0.163165175,"(-0.00042, 19.969]",8744.0
8792,0.132272037,"(-0.00042, 19.969]",8744.0
8793,0.121028342,"(-0.00042, 19.969]",8744.0
8794,0.127100293,"(-0.00042, 19.969]",8744.0
8795,0.10544088,"(-0.00042, 19.969]",8744.0
8796,0.158112465,"(-0.00042, 19.969]",8744.0
8797,0.447780071,"(-0.00042, 19.969]",8744.0
8798,0.347133486,"(-0.00042, 19.969]",8744.0
8799,0.313897189,"(-0.00042, 19.969]",8744.0
8800,0.260336698,"(-0.00042, 19.969]",8744.0
8801,0.202926163,"(-0.00042, 19.969]",8744.0
8802,0.192159782,"(-0.00042, 19.969]",8744.0
8803,0.189586878,"(-0.00042, 19.969]",8744.0
8804,0.159670309,"(-0.00042, 19.969]",8744.0
8805,0.177848942,"(-0.00042, 19.969]",8744.0
8806,0.241070064,"(-0.00042, 19.969]",8744.0
8807,0.22480755,"(-0.00042, 19.969]",8744.0
8808,0.197226807,"(-0.00042, 19.969]",8744.0
8809,0.219645696,"(-0.00042, 19.969]",8744.0
8810,0.171730019,"(-0.00042, 19.969]",8744.0
8811,0.20912778,"(-0.00042, 19.969]",8744.0
8812,0.182460991,"(-0.00042, 19.969]",8744.0
8813,0.191494107,"(-0.00042, 19.969]",8744.0
8814,0.189046993,"(-0.00042, 19.969]",8744.0
8815,0.135447977,"(-0.00042, 19.969]",8744.0
8816,0.120908881,"(-0.00042, 19.969]",8744.0
8817,0.096444985,"(-0.00042, 19.969]",8744.0
8818,0.098875969,"(-0.00042, 19.969]",8744.0
8819,0.118952867,"(-0.00042, 19.969]",8744.0
8820,0.074661851,"(-0.00042, 19.969]",8744.0
8821,0.074396792,"(-0.00042, 19.969]",8744.0
8822,0.090283704,"(-0.00042, 19.969]",8744.0
8823,0.091727385,"(-0.00042, 19.969]",8744.0
8824,0.100451259,"(-0.00042, 19.969]",8744.0
8825,0.102087123,"(-0.00042, 19.969]",8744.0
8826,0.09454747,"(-0.00042, 19.969]",8744.0
8827,0.089149109,"(-0.00042, 19.969]",8744.0
8828,0.104753135,"(-0.00042, 19.969]",8744.0
8829,0.134682069,"(-0.00042, 19.969]",8744.0
8830,0.137652827,"(-0.00042, 19.969]",8744.0
8831,0.140440618,"(-0.00042, 19.969]",8744.0
8832,0.131758412,"(-0.00042, 19.969]",8744.0
8833,0.107740841,"(-0.00042, 19.969]",8744.0
8834,0.139876038,"(-0.00042, 19.969]",8744.0
8835,0.119033972,"(-0.00042, 19.969]",8744.0
8836,0.120200375,"(-0.00042, 19.969]",8744.0
8837,0.115584129,"(-0.00042, 19.969]",8744.0
8838,0.12570608,"(-0.00042, 19.969]",8744.0
8839,0.152044168,"(-0.00042, 19.969]",8744.0
8840,0.224301883,"(-0.00042, 19.969]",8744.0
8841,0.20506597,"(-0.00042, 19.969]",8744.0
8842,0.22168368,"(-0.00042, 19.969]",8744.0
8843,0.373279817,"(-0.00042, 19.969]",8744.0
8844,0.396663947,"(-0.00042, 19.969]",8744.0
8845,0.325663529,"(-0.00042, 19.969]",8744.0
8846,0.396746046,"(-0.00042, 19.969]",8744.0
8847,0.342459705,"(-0.00042, 19.969]",8744.0
8848,0.362724581,"(-0.00042, 19.969]",8744.0
8849,0.333581327,"(-0.00042, 19.969]",8744.0
8850,0.389830758,"(-0.00042, 19.969]",8744.0
8851,0.401249106,"(-0.00042, 19.969]",8744.0
8852,0.434859813,"(-0.00042, 19.969]",8744.0
8853,0.497441277,"(-0.00042, 19.969]",8744.0
8854,0.486646877,"(-0.00042, 19.969]",8744.0
8855,0.508381505,"(-0.00042, 19.969]",8744.0
8856,0.521607471,"(-0.00042, 19.969]",8744.0
8857,0.528598922,"(-0.00042, 19.969]",8744.0
8858,0.541459929,"(-0.00042, 19.969]",8744.0
8859,0.531454355,"(-0.00042, 19.969]",8744.0
8860,0.46621708,"(-0.00042, 19.969]",8744.0
8861,0.394126642,"(-0.00042, 19.969]",8744.0
8862,0.374288902,"(-0.00042, 19.969]",8744.0
8863,0.397365931,"(-0.00042, 19.969]",8744.0
8864,0.330803991,"(-0.00042, 19.969]",8744.0
8865,0.403889751,"(-0.00042, 19.969]",8744.0
8866,0.399312107,"(-0.00042, 19.969]",8744.0
8867,0.484879604,"(-0.00042, 19.969]",8744.0
8868,0.482954726,"(-0.00042, 19.969]",8744.0
8869,0.499381103,"(-0.00042, 19.969]",8744.0
8870,0.498514303,"(-0.00042, 19.969]",8744.0
8871,0.607080872,"(-0.00042, 19.969]",8744.0
8872,0.635859553,"(-0.00042, 19.969]",8744.0
8873,0.712340763,"(-0.00042, 19.969]",8744.0
8874,0.801325323,"(-0.00042, 19.969]",8744.0
8875,0.944842159,"(-0.00042, 19.969]",8744.0
8876,0.86746945,"(-0.00042, 19.969]",8744.0
8877,1.012043814,"(-0.00042, 19.969]",8744.0
8878,1.013270398,"(-0.00042, 19.969]",8744.0
8879,0.986643604,"(-0.00042, 19.969]",8744.0
8880,0.988073648,"(-0.00042, 19.969]",8744.0
8881,1.017645958,"(-0.00042, 19.969]",8744.0
8882,1.028130666,"(-0.00042, 19.969]",8744.0
8883,1.110491077,"(-0.00042, 19.969]",8744.0
8884,1.074399389,"(-0.00042, 19.969]",8744.0
8885,1.085202026,"(-0.00042, 19.969]",8744.0
8886,1.147251739,"(-0.00042, 19.969]",8744.0
8887,1.165689677,"(-0.00042, 19.969]",8744.0
8888,1.090169563,"(-0.00042, 19.969]",8744.0
8889,1.070009174,"(-0.00042, 19.969]",8744.0
8890,1.044537988,"(-0.00042, 19.969]",8744.0
8891,1.103998574,"(-0.00042, 19.969]",8744.0
8943,0.030598466,"(-0.00042, 19.969]",8744.0
8944,0.031267464,"(-0.00042, 19.969]",8744.0
8945,0.03698959,"(-0.00042, 19.969]",8744.0
8946,0.034955198,"(-0.00042, 19.969]",8744.0
8947,0.045193598,"(-0.00042, 19.969]",8744.0
8948,0.043006843,"(-0.00042, 19.969]",8744.0
8949,0.044317807,"(-0.00042, 19.969]",8744.0
8950,0.070448324,"(-0.00042, 19.969]",8744.0
8951,0.046514297,"(-0.00042, 19.969]",8744.0
8952,0.047659754,"(-0.00042, 19.969]",8744.0
8953,0.062794376,"(-0.00042, 19.969]",8744.0
8954,0.0537781,"(-0.00042, 19.969]",8744.0
8955,0.067240162,"(-0.00042, 19.969]",8744.0
8956,0.074867993,"(-0.00042, 19.969]",8744.0
8957,0.090553843,"(-0.00042, 19.969]",8744.0
8958,0.129447262,"(-0.00042, 19.969]",8744.0
8959,0.11277419,"(-0.00042, 19.969]",8744.0
8960,0.168149126,"(-0.00042, 19.969]",8744.0
8961,0.105384541,"(-0.00042, 19.969]",8744.0
8962,0.084687325,"(-0.00042, 19.969]",8744.0
8963,0.133680323,"(-0.00042, 19.969]",8744.0
8964,0.043991823,"(-0.00042, 19.969]",8744.0
8965,0.114602192,"(-0.00042, 19.969]",8744.0
8966,0.150828165,"(-0.00042, 19.969]",8744.0
8967,0.116969659,"(-0.00042, 19.969]",8744.0
8968,0.141400446,"(-0.00042, 19.969]",8744.0
8969,0.151919461,"(-0.00042, 19.969]",8744.0
8970,0.161878491,"(-0.00042, 19.969]",8744.0
8971,0.162195804,"(-0.00042, 19.969]",8744.0
8972,0.152270098,"(-0.00042, 19.969]",8744.0
8973,0.002900366,"(-0.00042, 19.969]",8744.0
8974,0.000580265,"(-0.00042, 19.969]",8744.0
8975,0.00174785,"(-0.00042, 19.969]",8744.0
8976,0.001754757,"(-0.00042, 19.969]",8744.0
8977,0.001752055,"(-0.00042, 19.969]",8744.0
8978,0.001733413,"(-0.00042, 19.969]",8744.0
8983,0.070009191,"(-0.00042, 19.969]",8744.0
8984,0.066015178,"(-0.00042, 19.969]",8744.0
8985,0.074959088,"(-0.00042, 19.969]",8744.0
8986,0.073895549,"(-0.00042, 19.969]",8744.0
8987,0.071997347,"(-0.00042, 19.969]",8744.0
8988,0.07016161,"(-0.00042, 19.969]",8744.0
8989,0.068384733,"(-0.00042, 19.969]",8744.0
8990,0.068326521,"(-0.00042, 19.969]",8744.0
8991,0.065850768,"(-0.00042, 19.969]",8744.0
8992,0.063880736,"(-0.00042, 19.969]",8744.0
8993,0.06391226,"(-0.00042, 19.969]",8744.0
8994,0.05870688,"(-0.00042, 19.969]",8744.0
9041,7.25427423,"(-0.00042, 19.969]",8744.0
9042,7.078578039,"(-0.00042, 19.969]",8744.0
9043,7.058387624,"(-0.00042, 19.969]",8744.0
9044,6.300834457,"(-0.00042, 19.969]",8744.0
9045,6.292016689,"(-0.00042, 19.969]",8744.0
9046,6.799114997,"(-0.00042, 19.969]",8744.0
9099,0.171208466,"(-0.00042, 19.969]",8744.0
9100,0.170428667,"(-0.00042, 19.969]",8744.0
9101,0.170746093,"(-0.00042, 19.969]",8744.0
9102,0.114270579,"(-0.00042, 19.969]",8744.0
9103,0.171331122,"(-0.00042, 19.969]",8744.0
9104,0.169776379,"(-0.00042, 19.969]",8744.0
9105,0.16653799,"(-0.00042, 19.969]",8744.0
9106,0.162079736,"(-0.00042, 19.969]",8744.0
9107,0.209423187,"(-0.00042, 19.969]",8744.0
9108,0.203045404,"(-0.00042, 19.969]",8744.0
9109,0.197546161,"(-0.00042, 19.969]",8744.0
9110,0.144770954,"(-0.00042, 19.969]",8744.0
9111,0.14188248,"(-0.00042, 19.969]",8744.0
9112,0.185609799,"(-0.00042, 19.969]",8744.0
9113,0.227283997,"(-0.00042, 19.969]",8744.0
9114,0.221954556,"(-0.00042, 19.969]",8744.0
9115,0.3455807,"(-0.00042, 19.969]",8744.0
9116,0.335513976,"(-0.00042, 19.969]",8744.0
9117,0.366313336,"(-0.00042, 19.969]",8744.0
9118,0.35620386,"(-0.00042, 19.969]",8744.0
9119,0.424810169,"(-0.00042, 19.969]",8744.0
9120,0.45389749,"(-0.00042, 19.969]",8744.0
9121,0.483028006,"(-0.00042, 19.969]",8744.0
9122,0.548486813,"(-0.00042, 19.969]",8744.0
9123,0.503951075,"(-0.00042, 19.969]",8744.0
9124,0.531156754,"(-0.00042, 19.969]",8744.0
9125,0.48724422,"(-0.00042, 19.969]",8744.0
9126,0.478613514,"(-0.00042, 19.969]",8744.0
9127,0.436275945,"(-0.00042, 19.969]",8744.0
9128,0.428030133,"(-0.00042, 19.969]",8744.0
9129,0.419731455,"(-0.00042, 19.969]",8744.0
9130,0.411311475,"(-0.00042, 19.969]",8744.0
9131,0.402810403,"(-0.00042, 19.969]",8744.0
9132,0.394467476,"(-0.00042, 19.969]",8744.0
9133,0.386569682,"(-0.00042, 19.969]",8744.0
9134,0.379262336,"(-0.00042, 19.969]",8744.0
9135,0.372586873,"(-0.00042, 19.969]",8744.0
9136,0.366389978,"(-0.00042, 19.969]",8744.0
9137,0.360368601,"(-0.00042, 19.969]",8744.0
9138,0.354162642,"(-0.00042, 19.969]",8744.0
9139,0.347547461,"(-0.00042, 19.969]",8744.0
9140,0.366692142,"(-0.00042, 19.969]",8744.0
9141,0.41004997,"(-0.00042, 19.969]",8744.0
9142,0.45099312,"(-0.00042, 19.969]",8744.0
9143,0.489808458,"(-0.00042, 19.969]",8744.0
9144,0.502833897,"(-0.00042, 19.969]",8744.0
9145,0.538631022,"(-0.00042, 19.969]",8744.0
9146,0.526920482,"(-0.00042, 19.969]",8744.0
9147,0.515547541,"(-0.00042, 19.969]",8744.0
9148,0.548308572,"(-0.00042, 19.969]",8744.0
9149,0.579406601,"(-0.00042, 19.969]",8744.0
9150,0.587909256,"(-0.00042, 19.969]",8744.0
9151,1.492233733,"(-0.00042, 19.969]",8744.0
9152,1.438810825,"(-0.00042, 19.969]",8744.0
9153,1.616051317,"(-0.00042, 19.969]",8744.0
9154,1.69050647,"(-0.00042, 19.969]",8744.0
9155,1.873264292,"(-0.00042, 19.969]",8744.0
9156,2.398256173,"(-0.00042, 19.969]",8744.0
9157,3.214054764,"(-0.00042, 19.969]",8744.0
9158,3.805471055,"(-0.00042, 19.969]",8744.0
9159,4.036671439,"(-0.00042, 19.969]",8744.0
9160,4.148359661,"(-0.00042, 19.969]",8744.0
9161,4.335986403,"(-0.00042, 19.969]",8744.0
9162,4.605658863,"(-0.00042, 19.969]",8744.0
9163,4.700800931,"(-0.00042, 19.969]",8744.0
9164,5.724367571,"(-0.00042, 19.969]",8744.0
9165,4.389102831,"(-0.00042, 19.969]",8744.0
9166,5.571519174,"(-0.00042, 19.969]",8744.0
9167,5.530414979,"(-0.00042, 19.969]",8744.0
9168,5.261017081,"(-0.00042, 19.969]",8744.0
9169,6.624608881,"(-0.00042, 19.969]",8744.0
9170,6.338877276,"(-0.00042, 19.969]",8744.0
9171,6.539965323,"(-0.00042, 19.969]",8744.0
9172,5.591708436,"(-0.00042, 19.969]",8744.0
9173,5.148002846,"(-0.00042, 19.969]",8744.0
9174,3.764969527,"(-0.00042, 19.969]",8744.0
9175,4.229492589,"(-0.00042, 19.969]",8744.0
9176,4.30402537,"(-0.00042, 19.969]",8744.0
9177,4.669193815,"(-0.00042, 19.969]",8744.0
9178,4.584752915,"(-0.00042, 19.969]",8744.0
9179,4.791372231,"(-0.00042, 19.969]",8744.0
9180,4.637213127,"(-0.00042, 19.969]",8744.0
9181,4.436944616,"(-0.00042, 19.969]",8744.0
9182,5.050114404,"(-0.00042, 19.969]",8744.0
9183,4.986618568,"(-0.00042, 19.969]",8744.0
9184,5.003924335,"(-0.00042, 19.969]",8744.0
9185,4.936410514,"(-0.00042, 19.969]",8744.0
9186,4.893939394,"(-0.00042, 19.969]",8744.0
9187,4.696380273,"(-0.00042, 19.969]",8744.0
9188,4.639670342,"(-0.00042, 19.969]",8744.0
9189,4.612008322,"(-0.00042, 19.969]",8744.0
9190,4.525570971,"(-0.00042, 19.969]",8744.0
9191,4.424036559,"(-0.00042, 19.969]",8744.0
9192,4.695359451,"(-0.00042, 19.969]",8744.0
9193,4.645294496,"(-0.00042, 19.969]",8744.0
9194,4.609684173,"(-0.00042, 19.969]",8744.0
9195,4.69886085,"(-0.00042, 19.969]",8744.0
9196,4.852076935,"(-0.00042, 19.969]",8744.0
9197,4.939088986,"(-0.00042, 19.969]",8744.0
9198,4.897112104,"(-0.00042, 19.969]",8744.0
9199,4.84197988,"(-0.00042, 19.969]",8744.0
9200,4.829500002,"(-0.00042, 19.969]",8744.0
9201,4.621427372,"(-0.00042, 19.969]",8744.0
9202,3.649913361,"(-0.00042, 19.969]",8744.0
9235,8.328661591,"(-0.00042, 19.969]",8744.0
9236,8.05247737,"(-0.00042, 19.969]",8744.0
9237,7.560575842,"(-0.00042, 19.969]",8744.0
9238,7.854439175,"(-0.00042, 19.969]",8744.0
9239,7.688376418,"(-0.00042, 19.969]",8744.0
9240,7.625149374,"(-0.00042, 19.969]",8744.0
9241,7.509487589,"(-0.00042, 19.969]",8744.0
9242,7.272131497,"(-0.00042, 19.969]",8744.0
9243,6.659329488,"(-0.00042, 19.969]",8744.0
9244,7.317137791,"(-0.00042, 19.969]",8744.0
9245,7.300020532,"(-0.00042, 19.969]",8744.0
9246,7.349868072,"(-0.00042, 19.969]",8744.0
9247,7.212801455,"(-0.00042, 19.969]",8744.0
9248,7.325390806,"(-0.00042, 19.969]",8744.0
9249,7.277962961,"(-0.00042, 19.969]",8744.0
9250,6.843273815,"(-0.00042, 19.969]",8744.0
9251,7.010558568,"(-0.00042, 19.969]",8744.0
9252,6.319073237,"(-0.00042, 19.969]",8744.0
9253,6.721959562,"(-0.00042, 19.969]",8744.0
9254,6.367545917,"(-0.00042, 19.969]",8744.0
9287,6.250344854,"(-0.00042, 19.969]",8744.0
9288,6.609542582,"(-0.00042, 19.969]",8744.0
9289,6.705668873,"(-0.00042, 19.969]",8744.0
9290,7.238644496,"(-0.00042, 19.969]",8744.0
9291,7.519770415,"(-0.00042, 19.969]",8744.0
9292,7.985964946,"(-0.00042, 19.969]",8744.0
9293,7.666612166,"(-0.00042, 19.969]",8744.0
9294,7.703668853,"(-0.00042, 19.969]",8744.0
9295,7.23840366,"(-0.00042, 19.969]",8744.0
9296,7.611741112,"(-0.00042, 19.969]",8744.0
9297,7.731011817,"(-0.00042, 19.969]",8744.0
9298,7.772287175,"(-0.00042, 19.969]",8744.0
9299,7.884828934,"(-0.00042, 19.969]",8744.0
9300,7.931674693,"(-0.00042, 19.969]",8744.0
9301,8.094608116,"(-0.00042, 19.969]",8744.0
9302,8.049468764,"(-0.00042, 19.969]",8744.0
9303,8.532016271,"(-0.00042, 19.969]",8744.0
9304,7.547335376,"(-0.00042, 19.969]",8744.0
9305,7.530604813,"(-0.00042, 19.969]",8744.0
9306,7.504259702,"(-0.00042, 19.969]",8744.0
9307,6.576406584,"(-0.00042, 19.969]",8744.0
9308,6.49624827,"(-0.00042, 19.969]",8744.0
9309,6.787859772,"(-0.00042, 19.969]",8744.0
9310,7.281603319,"(-0.00042, 19.969]",8744.0
9311,7.887921639,"(-0.00042, 19.969]",8744.0
9312,8.097993717,"(-0.00042, 19.969]",8744.0
9313,9.29736416,"(-0.00042, 19.969]",8744.0
