,CO2 per cápita (toneladas métricas),intervalos,frecuencias
2835,3.517073769,"(-0.00042, 19.969]",8744.0
2836,3.413726487,"(-0.00042, 19.969]",8744.0
2837,3.169213147,"(-0.00042, 19.969]",8744.0
2838,3.045837153,"(-0.00042, 19.969]",8744.0
2839,3.05865541,"(-0.00042, 19.969]",8744.0
2840,3.014447082,"(-0.00042, 19.969]",8744.0
2841,2.961739082,"(-0.00042, 19.969]",8744.0
2842,3.049884255,"(-0.00042, 19.969]",8744.0
2843,3.298667223,"(-0.00042, 19.969]",8744.0
2844,3.302462522,"(-0.00042, 19.969]",8744.0
2845,2.950878349,"(-0.00042, 19.969]",8744.0
2846,3.529699396,"(-0.00042, 19.969]",8744.0
2847,2.994118743,"(-0.00042, 19.969]",8744.0
2848,2.819778007,"(-0.00042, 19.969]",8744.0
2849,2.668327798,"(-0.00042, 19.969]",8744.0
2850,2.840027912,"(-0.00042, 19.969]",8744.0
2851,2.856410052,"(-0.00042, 19.969]",8744.0
2852,2.727017138,"(-0.00042, 19.969]",8744.0
2853,3.220154559,"(-0.00042, 19.969]",8744.0
2854,2.990267154,"(-0.00042, 19.969]",8744.0
2855,3.189978037,"(-0.00042, 19.969]",8744.0
2856,3.205182841,"(-0.00042, 19.969]",8744.0
2857,3.428471639,"(-0.00042, 19.969]",8744.0
2858,3.309911831,"(-0.00042, 19.969]",8744.0
2859,3.316037892,"(-0.00042, 19.969]",8744.0
2860,0.388033962,"(-0.00042, 19.969]",8744.0
2861,0.352048961,"(-0.00042, 19.969]",8744.0
2862,0.325336409,"(-0.00042, 19.969]",8744.0
2863,0.362722269,"(-0.00042, 19.969]",8744.0
2864,0.420670187,"(-0.00042, 19.969]",8744.0
2865,0.4337438,"(-0.00042, 19.969]",8744.0
2866,0.447716962,"(-0.00042, 19.969]",8744.0
2867,0.465781971,"(-0.00042, 19.969]",8744.0
2868,0.543884145,"(-0.00042, 19.969]",8744.0
2869,0.609111227,"(-0.00042, 19.969]",8744.0
2870,0.705317726,"(-0.00042, 19.969]",8744.0
2871,0.676027884,"(-0.00042, 19.969]",8744.0
2872,0.714723972,"(-0.00042, 19.969]",8744.0
2873,0.795857812,"(-0.00042, 19.969]",8744.0
2874,0.895955182,"(-0.00042, 19.969]",8744.0
2875,1.053803042,"(-0.00042, 19.969]",8744.0
2876,1.129816577,"(-0.00042, 19.969]",8744.0
2877,1.01493199,"(-0.00042, 19.969]",8744.0
2878,1.376828541,"(-0.00042, 19.969]",8744.0
2879,1.565373826,"(-0.00042, 19.969]",8744.0
2880,1.685364252,"(-0.00042, 19.969]",8744.0
2881,2.039812816,"(-0.00042, 19.969]",8744.0
2882,2.298173404,"(-0.00042, 19.969]",8744.0
2883,2.272324509,"(-0.00042, 19.969]",8744.0
2884,2.409135417,"(-0.00042, 19.969]",8744.0
2885,2.148074553,"(-0.00042, 19.969]",8744.0
2886,1.647458051,"(-0.00042, 19.969]",8744.0
2887,1.59040026,"(-0.00042, 19.969]",8744.0
2888,1.773411291,"(-0.00042, 19.969]",8744.0
2889,2.031345804,"(-0.00042, 19.969]",8744.0
2890,1.647588271,"(-0.00042, 19.969]",8744.0
2891,1.576030103,"(-0.00042, 19.969]",8744.0
2892,2.083259992,"(-0.00042, 19.969]",8744.0
2893,2.208664986,"(-0.00042, 19.969]",8744.0
2894,1.218023689,"(-0.00042, 19.969]",8744.0
2895,1.993991124,"(-0.00042, 19.969]",8744.0
2896,2.044810707,"(-0.00042, 19.969]",8744.0
2897,1.532607278,"(-0.00042, 19.969]",8744.0
2898,1.82748771,"(-0.00042, 19.969]",8744.0
2899,1.715686519,"(-0.00042, 19.969]",8744.0
2900,1.658318708,"(-0.00042, 19.969]",8744.0
2901,1.824262709,"(-0.00042, 19.969]",8744.0
2902,1.88875499,"(-0.00042, 19.969]",8744.0
2903,1.995802056,"(-0.00042, 19.969]",8744.0
2904,2.121270026,"(-0.00042, 19.969]",8744.0
2905,2.177469736,"(-0.00042, 19.969]",8744.0
2906,2.066175813,"(-0.00042, 19.969]",8744.0
2907,2.203997908,"(-0.00042, 19.969]",8744.0
2908,2.064521305,"(-0.00042, 19.969]",8744.0
2909,2.355257087,"(-0.00042, 19.969]",8744.0
2910,2.293303404,"(-0.00042, 19.969]",8744.0
2911,2.354017387,"(-0.00042, 19.969]",8744.0
2912,0.593007187,"(-0.00042, 19.969]",8744.0
2913,0.614463121,"(-0.00042, 19.969]",8744.0
2914,0.651081042,"(-0.00042, 19.969]",8744.0
2915,0.735083038,"(-0.00042, 19.969]",8744.0
2916,0.848084351,"(-0.00042, 19.969]",8744.0
2917,0.895340981,"(-0.00042, 19.969]",8744.0
2918,0.839007617,"(-0.00042, 19.969]",8744.0
2919,0.606260151,"(-0.00042, 19.969]",8744.0
2920,0.688797443,"(-0.00042, 19.969]",8744.0
2921,0.578628942,"(-0.00042, 19.969]",8744.0
2922,0.623025305,"(-0.00042, 19.969]",8744.0
2923,0.648098721,"(-0.00042, 19.969]",8744.0
2924,0.702749457,"(-0.00042, 19.969]",8744.0
2925,0.642299969,"(-0.00042, 19.969]",8744.0
2926,0.690818689,"(-0.00042, 19.969]",8744.0
2927,0.805185814,"(-0.00042, 19.969]",8744.0
2928,0.873776732,"(-0.00042, 19.969]",8744.0
2929,0.937781796,"(-0.00042, 19.969]",8744.0
2930,0.951339179,"(-0.00042, 19.969]",8744.0
2931,1.014795327,"(-0.00042, 19.969]",8744.0
2932,1.043123042,"(-0.00042, 19.969]",8744.0
2933,1.146465345,"(-0.00042, 19.969]",8744.0
2934,1.239259047,"(-0.00042, 19.969]",8744.0
2935,1.219716142,"(-0.00042, 19.969]",8744.0
2936,1.328271941,"(-0.00042, 19.969]",8744.0
2937,1.294974343,"(-0.00042, 19.969]",8744.0
2938,1.469309199,"(-0.00042, 19.969]",8744.0
2939,1.433869292,"(-0.00042, 19.969]",8744.0
2940,1.39005973,"(-0.00042, 19.969]",8744.0
2941,1.311529011,"(-0.00042, 19.969]",8744.0
2942,1.346582307,"(-0.00042, 19.969]",8744.0
2943,1.364466228,"(-0.00042, 19.969]",8744.0
2944,1.379185401,"(-0.00042, 19.969]",8744.0
2945,1.54980851,"(-0.00042, 19.969]",8744.0
2946,1.392341946,"(-0.00042, 19.969]",8744.0
2947,1.533179998,"(-0.00042, 19.969]",8744.0
2948,1.604365105,"(-0.00042, 19.969]",8744.0
2949,1.670958138,"(-0.00042, 19.969]",8744.0
2950,1.854342271,"(-0.00042, 19.969]",8744.0
2951,1.868390547,"(-0.00042, 19.969]",8744.0
2952,2.068140433,"(-0.00042, 19.969]",8744.0
2953,1.80246891,"(-0.00042, 19.969]",8744.0
2954,1.793764997,"(-0.00042, 19.969]",8744.0
2955,2.048004318,"(-0.00042, 19.969]",8744.0
2956,2.050540499,"(-0.00042, 19.969]",8744.0
2957,2.231160223,"(-0.00042, 19.969]",8744.0
2958,2.341757815,"(-0.00042, 19.969]",8744.0
2959,2.491357004,"(-0.00042, 19.969]",8744.0
2960,2.491853031,"(-0.00042, 19.969]",8744.0
2961,2.462249164,"(-0.00042, 19.969]",8744.0
2962,2.494817067,"(-0.00042, 19.969]",8744.0
2963,2.635115225,"(-0.00042, 19.969]",8744.0
2998,0.071059773,"(-0.00042, 19.969]",8744.0
2999,0.092715295,"(-0.00042, 19.969]",8744.0
3000,0.106485734,"(-0.00042, 19.969]",8744.0
3001,0.161947512,"(-0.00042, 19.969]",8744.0
3002,0.176909452,"(-0.00042, 19.969]",8744.0
3003,0.180695382,"(-0.00042, 19.969]",8744.0
3004,0.172190987,"(-0.00042, 19.969]",8744.0
3005,0.172564423,"(-0.00042, 19.969]",8744.0
3006,0.159706979,"(-0.00042, 19.969]",8744.0
3007,0.184824489,"(-0.00042, 19.969]",8744.0
3008,0.189441072,"(-0.00042, 19.969]",8744.0
3009,0.182856855,"(-0.00042, 19.969]",8744.0
3010,0.130342391,"(-0.00042, 19.969]",8744.0
3011,0.131490396,"(-0.00042, 19.969]",8744.0
3012,0.092069391,"(-0.00042, 19.969]",8744.0
3013,0.111761081,"(-0.00042, 19.969]",8744.0
3014,0.109470529,"(-0.00042, 19.969]",8744.0
3015,0.108718365,"(-0.00042, 19.969]",8744.0
3016,1.606592711,"(-0.00042, 19.969]",8744.0
3017,1.74622172,"(-0.00042, 19.969]",8744.0
3018,1.935781533,"(-0.00042, 19.969]",8744.0
3019,1.879509312,"(-0.00042, 19.969]",8744.0
3020,2.037725257,"(-0.00042, 19.969]",8744.0
3021,2.225610193,"(-0.00042, 19.969]",8744.0
3022,2.407735709,"(-0.00042, 19.969]",8744.0
3023,2.647227559,"(-0.00042, 19.969]",8744.0
3024,2.93409754,"(-0.00042, 19.969]",8744.0
3025,2.897101868,"(-0.00042, 19.969]",8744.0
3026,3.457969859,"(-0.00042, 19.969]",8744.0
3027,3.763558021,"(-0.00042, 19.969]",8744.0
3028,4.203327913,"(-0.00042, 19.969]",8744.0
3029,4.462383496,"(-0.00042, 19.969]",8744.0
3030,4.925482397,"(-0.00042, 19.969]",8744.0
3031,5.11233151,"(-0.00042, 19.969]",8744.0
3032,5.521604916,"(-0.00042, 19.969]",8744.0
3033,5.379805252,"(-0.00042, 19.969]",8744.0
3034,5.437472164,"(-0.00042, 19.969]",8744.0
3035,5.476873749,"(-0.00042, 19.969]",8744.0
3036,5.742764043,"(-0.00042, 19.969]",8744.0
3037,5.492451569,"(-0.00042, 19.969]",8744.0
3038,5.532179658,"(-0.00042, 19.969]",8744.0
3039,5.373948129,"(-0.00042, 19.969]",8744.0
3040,5.197505001,"(-0.00042, 19.969]",8744.0
3041,5.237900974,"(-0.00042, 19.969]",8744.0
3042,4.942639092,"(-0.00042, 19.969]",8744.0
3043,4.941089809,"(-0.00042, 19.969]",8744.0
3044,5.140885817,"(-0.00042, 19.969]",8744.0
3045,5.843344438,"(-0.00042, 19.969]",8744.0
3046,5.626634657,"(-0.00042, 19.969]",8744.0
3047,5.794547705,"(-0.00042, 19.969]",8744.0
3048,5.987588918,"(-0.00042, 19.969]",8744.0
3049,5.594716862,"(-0.00042, 19.969]",8744.0
3050,5.939807762,"(-0.00042, 19.969]",8744.0
3051,6.134287753,"(-0.00042, 19.969]",8744.0
3052,5.909733061,"(-0.00042, 19.969]",8744.0
3053,6.368314307,"(-0.00042, 19.969]",8744.0
3054,6.584444749,"(-0.00042, 19.969]",8744.0
3055,7.071918993,"(-0.00042, 19.969]",8744.0
3056,7.312740021,"(-0.00042, 19.969]",8744.0
3057,7.307637297,"(-0.00042, 19.969]",8744.0
3058,7.591280782,"(-0.00042, 19.969]",8744.0
3059,7.611166445,"(-0.00042, 19.969]",8744.0
3060,7.908050681,"(-0.00042, 19.969]",8744.0
3061,8.097058048,"(-0.00042, 19.969]",8744.0
3062,7.88419571,"(-0.00042, 19.969]",8744.0
3063,7.920890716,"(-0.00042, 19.969]",8744.0
3064,7.16545181,"(-0.00042, 19.969]",8744.0
3065,6.216973378,"(-0.00042, 19.969]",8744.0
3066,5.815786526,"(-0.00042, 19.969]",8744.0
3067,5.790764234,"(-0.00042, 19.969]",8744.0
3100,14.999603416,"(-0.00042, 19.969]",8744.0
3101,12.570793132,"(-0.00042, 19.969]",8744.0
3102,12.531617475,"(-0.00042, 19.969]",8744.0
3103,11.713396035,"(-0.00042, 19.969]",8744.0
3104,13.288916172,"(-0.00042, 19.969]",8744.0
3105,13.113880682,"(-0.00042, 19.969]",8744.0
3106,11.909795146,"(-0.00042, 19.969]",8744.0
3107,11.073085281,"(-0.00042, 19.969]",8744.0
3108,10.867246248,"(-0.00042, 19.969]",8744.0
3109,11.235200974,"(-0.00042, 19.969]",8744.0
3110,10.828064668,"(-0.00042, 19.969]",8744.0
3111,12.43984913,"(-0.00042, 19.969]",8744.0
3112,12.635547319,"(-0.00042, 19.969]",8744.0
3113,12.385962245,"(-0.00042, 19.969]",8744.0
3114,12.020852979,"(-0.00042, 19.969]",8744.0
3115,14.056085718,"(-0.00042, 19.969]",8744.0
3116,13.081834431,"(-0.00042, 19.969]",8744.0
3117,11.048963106,"(-0.00042, 19.969]",8744.0
3118,13.773196643,"(-0.00042, 19.969]",8744.0
3119,14.049882518,"(-0.00042, 19.969]",8744.0
3120,0.015892219,"(-0.00042, 19.969]",8744.0
3121,0.015042523,"(-0.00042, 19.969]",8744.0
3122,0.017054836,"(-0.00042, 19.969]",8744.0
3123,0.017719905,"(-0.00042, 19.969]",8744.0
3124,0.016683919,"(-0.00042, 19.969]",8744.0
3125,0.025801694,"(-0.00042, 19.969]",8744.0
3126,0.032177736,"(-0.00042, 19.969]",8744.0
3127,0.040882781,"(-0.00042, 19.969]",8744.0
3128,0.064098259,"(-0.00042, 19.969]",8744.0
3129,0.060335134,"(-0.00042, 19.969]",8744.0
3130,0.058202254,"(-0.00042, 19.969]",8744.0
3131,0.063318889,"(-0.00042, 19.969]",8744.0
3132,0.046727316,"(-0.00042, 19.969]",8744.0
3133,0.056490424,"(-0.00042, 19.969]",8744.0
3134,0.05456418,"(-0.00042, 19.969]",8744.0
3135,0.037155796,"(-0.00042, 19.969]",8744.0
3136,0.035514359,"(-0.00042, 19.969]",8744.0
3137,0.031200013,"(-0.00042, 19.969]",8744.0
3138,0.04027371,"(-0.00042, 19.969]",8744.0
3139,0.053462499,"(-0.00042, 19.969]",8744.0
3140,0.051716809,"(-0.00042, 19.969]",8744.0
3141,0.051713255,"(-0.00042, 19.969]",8744.0
3142,0.039921511,"(-0.00042, 19.969]",8744.0
3143,0.048210431,"(-0.00042, 19.969]",8744.0
3144,0.042154225,"(-0.00042, 19.969]",8744.0
3145,0.044515527,"(-0.00042, 19.969]",8744.0
3146,0.052613302,"(-0.00042, 19.969]",8744.0
3147,0.059387048,"(-0.00042, 19.969]",8744.0
3148,0.059526165,"(-0.00042, 19.969]",8744.0
3149,0.060888166,"(-0.00042, 19.969]",8744.0
3150,0.062799074,"(-0.00042, 19.969]",8744.0
3151,0.059956589,"(-0.00042, 19.969]",8744.0
3152,0.057489213,"(-0.00042, 19.969]",8744.0
3153,0.056639088,"(-0.00042, 19.969]",8744.0
3154,0.053250018,"(-0.00042, 19.969]",8744.0
3155,0.037479018,"(-0.00042, 19.969]",8744.0
3156,0.063375665,"(-0.00042, 19.969]",8744.0
3157,0.070156446,"(-0.00042, 19.969]",8744.0
3158,0.080114599,"(-0.00042, 19.969]",8744.0
3159,0.078452585,"(-0.00042, 19.969]",8744.0
3160,0.087585994,"(-0.00042, 19.969]",8744.0
3161,0.062999385,"(-0.00042, 19.969]",8744.0
3162,0.063659604,"(-0.00042, 19.969]",8744.0
3163,0.068295273,"(-0.00042, 19.969]",8744.0
3164,0.070380123,"(-0.00042, 19.969]",8744.0
3165,0.065960442,"(-0.00042, 19.969]",8744.0
3166,0.068835709,"(-0.00042, 19.969]",8744.0
3167,0.073120622,"(-0.00042, 19.969]",8744.0
3168,0.076668381,"(-0.00042, 19.969]",8744.0
3169,0.076906232,"(-0.00042, 19.969]",8744.0
3170,0.07559157,"(-0.00042, 19.969]",8744.0
3171,0.083943117,"(-0.00042, 19.969]",8744.0
3172,3.409846728,"(-0.00042, 19.969]",8744.0
3173,3.348877215,"(-0.00042, 19.969]",8744.0
3174,3.742567366,"(-0.00042, 19.969]",8744.0
3175,4.279630907,"(-0.00042, 19.969]",8744.0
3176,5.024189944,"(-0.00042, 19.969]",8744.0
3177,5.549837063,"(-0.00042, 19.969]",8744.0
3178,6.444050245,"(-0.00042, 19.969]",8744.0
3179,6.213386589,"(-0.00042, 19.969]",8744.0
3180,7.200890139,"(-0.00042, 19.969]",8744.0
3181,8.20434233,"(-0.00042, 19.969]",8744.0
3182,8.769643882,"(-0.00042, 19.969]",8744.0
3183,8.799132244,"(-0.00042, 19.969]",8744.0
3184,9.51830728,"(-0.00042, 19.969]",8744.0
3185,10.584290328,"(-0.00042, 19.969]",8744.0
3186,9.9520677,"(-0.00042, 19.969]",8744.0
3187,9.785017744,"(-0.00042, 19.969]",8744.0
3188,10.851242915,"(-0.00042, 19.969]",8744.0
3189,10.597299754,"(-0.00042, 19.969]",8744.0
3190,10.923390457,"(-0.00042, 19.969]",8744.0
3191,11.403457308,"(-0.00042, 19.969]",8744.0
3192,12.186672553,"(-0.00042, 19.969]",8744.0
3193,10.731403194,"(-0.00042, 19.969]",8744.0
3194,8.925664185,"(-0.00042, 19.969]",8744.0
3195,8.562246655,"(-0.00042, 19.969]",8744.0
3196,8.65558094,"(-0.00042, 19.969]",8744.0
3197,10.131326183,"(-0.00042, 19.969]",8744.0
3198,10.843332885,"(-0.00042, 19.969]",8744.0
3199,11.689943864,"(-0.00042, 19.969]",8744.0
3200,10.549939846,"(-0.00042, 19.969]",8744.0
3201,10.592435577,"(-0.00042, 19.969]",8744.0
3202,10.377168961,"(-0.00042, 19.969]",8744.0
3203,10.710477209,"(-0.00042, 19.969]",8744.0
3204,9.415521088,"(-0.00042, 19.969]",8744.0
3205,9.948375064,"(-0.00042, 19.969]",8744.0
3206,11.246027923,"(-0.00042, 19.969]",8744.0
3207,10.32014335,"(-0.00042, 19.969]",8744.0
3208,11.958636163,"(-0.00042, 19.969]",8744.0
3209,11.660578209,"(-0.00042, 19.969]",8744.0
3210,11.058284489,"(-0.00042, 19.969]",8744.0
3211,10.729516401,"(-0.00042, 19.969]",8744.0
3212,10.12847414,"(-0.00042, 19.969]",8744.0
3213,10.996742102,"(-0.00042, 19.969]",8744.0
3214,11.86067583,"(-0.00042, 19.969]",8744.0
3215,13.261096939,"(-0.00042, 19.969]",8744.0
3216,12.832674977,"(-0.00042, 19.969]",8744.0
3217,10.416438052,"(-0.00042, 19.969]",8744.0
3218,12.570638448,"(-0.00042, 19.969]",8744.0
3219,12.098481863,"(-0.00042, 19.969]",8744.0
3220,10.651652172,"(-0.00042, 19.969]",8744.0
3221,9.958628519,"(-0.00042, 19.969]",8744.0
3222,11.530840228,"(-0.00042, 19.969]",8744.0
3223,10.164046099,"(-0.00042, 19.969]",8744.0
3224,0.494050328,"(-0.00042, 19.969]",8744.0
3225,0.414297363,"(-0.00042, 19.969]",8744.0
3226,0.547993719,"(-0.00042, 19.969]",8744.0
3227,0.55483164,"(-0.00042, 19.969]",8744.0
3228,0.944322592,"(-0.00042, 19.969]",8744.0
3229,0.743069388,"(-0.00042, 19.969]",8744.0
3230,0.677464526,"(-0.00042, 19.969]",8744.0
3231,0.729024351,"(-0.00042, 19.969]",8744.0
3232,0.793839086,"(-0.00042, 19.969]",8744.0
3233,0.849010809,"(-0.00042, 19.969]",8744.0
3234,1.000355408,"(-0.00042, 19.969]",8744.0
3235,1.0347046,"(-0.00042, 19.969]",8744.0
3236,1.067380727,"(-0.00042, 19.969]",8744.0
3237,1.13826702,"(-0.00042, 19.969]",8744.0
3238,1.186907706,"(-0.00042, 19.969]",8744.0
3239,1.08116311,"(-0.00042, 19.969]",8744.0
3240,0.823872427,"(-0.00042, 19.969]",8744.0
3241,1.281057671,"(-0.00042, 19.969]",8744.0
3242,1.167474087,"(-0.00042, 19.969]",8744.0
3243,1.35106614,"(-0.00042, 19.969]",8744.0
3244,1.252627287,"(-0.00042, 19.969]",8744.0
3245,1.661807155,"(-0.00042, 19.969]",8744.0
3246,1.256731558,"(-0.00042, 19.969]",8744.0
3247,1.04329804,"(-0.00042, 19.969]",8744.0
3248,0.83249758,"(-0.00042, 19.969]",8744.0
3249,0.814129722,"(-0.00042, 19.969]",8744.0
3250,0.842052305,"(-0.00042, 19.969]",8744.0
3251,0.660514739,"(-0.00042, 19.969]",8744.0
3252,0.765947175,"(-0.00042, 19.969]",8744.0
3253,0.870415553,"(-0.00042, 19.969]",8744.0
3254,1.122305545,"(-0.00042, 19.969]",8744.0
3255,0.917411883,"(-0.00042, 19.969]",8744.0
3256,0.970269994,"(-0.00042, 19.969]",8744.0
3257,1.010214245,"(-0.00042, 19.969]",8744.0
3258,1.068012684,"(-0.00042, 19.969]",8744.0
3259,1.120672136,"(-0.00042, 19.969]",8744.0
3260,1.140563355,"(-0.00042, 19.969]",8744.0
3261,0.929631877,"(-0.00042, 19.969]",8744.0
3262,0.879734704,"(-0.00042, 19.969]",8744.0
3263,0.995758183,"(-0.00042, 19.969]",8744.0
3264,1.066799142,"(-0.00042, 19.969]",8744.0
3265,1.369132232,"(-0.00042, 19.969]",8744.0
3266,1.024991081,"(-0.00042, 19.969]",8744.0
3267,1.055250506,"(-0.00042, 19.969]",8744.0
3268,1.384610591,"(-0.00042, 19.969]",8744.0
3269,1.659881726,"(-0.00042, 19.969]",8744.0
3270,1.644275372,"(-0.00042, 19.969]",8744.0
3271,1.440917951,"(-0.00042, 19.969]",8744.0
3272,1.278570124,"(-0.00042, 19.969]",8744.0
3273,0.994392232,"(-0.00042, 19.969]",8744.0
3274,1.505259596,"(-0.00042, 19.969]",8744.0
3275,1.424813248,"(-0.00042, 19.969]",8744.0
3276,5.793507945,"(-0.00042, 19.969]",8744.0
3277,5.927130464,"(-0.00042, 19.969]",8744.0
3278,6.207578239,"(-0.00042, 19.969]",8744.0
3279,6.844149785,"(-0.00042, 19.969]",8744.0
3280,6.982957004,"(-0.00042, 19.969]",8744.0
3281,7.033701955,"(-0.00042, 19.969]",8744.0
3282,6.874765083,"(-0.00042, 19.969]",8744.0
3283,7.30642216,"(-0.00042, 19.969]",8744.0
3284,7.501194027,"(-0.00042, 19.969]",8744.0
3285,8.00297878,"(-0.00042, 19.969]",8744.0
3286,8.436868233,"(-0.00042, 19.969]",8744.0
3287,8.81155982,"(-0.00042, 19.969]",8744.0
3288,9.07734214,"(-0.00042, 19.969]",8744.0
3289,9.666680526,"(-0.00042, 19.969]",8744.0
3290,9.262230669,"(-0.00042, 19.969]",8744.0
3291,8.237752775,"(-0.00042, 19.969]",8744.0
3292,9.27004864,"(-0.00042, 19.969]",8744.0
3293,8.780463816,"(-0.00042, 19.969]",8744.0
3294,9.20614423,"(-0.00042, 19.969]",8744.0
3295,9.598217534,"(-0.00042, 19.969]",8744.0
3296,9.131853937,"(-0.00042, 19.969]",8744.0
3297,8.180155178,"(-0.00042, 19.969]",8744.0
3298,7.821404774,"(-0.00042, 19.969]",8744.0
3299,7.52548753,"(-0.00042, 19.969]",8744.0
3300,7.177923254,"(-0.00042, 19.969]",8744.0
3301,7.058284444,"(-0.00042, 19.969]",8744.0
3302,6.749452533,"(-0.00042, 19.969]",8744.0
3303,6.56706621,"(-0.00042, 19.969]",8744.0
3304,6.435519509,"(-0.00042, 19.969]",8744.0
3305,6.714180737,"(-0.00042, 19.969]",8744.0
3306,6.419668186,"(-0.00042, 19.969]",8744.0
3307,6.670624392,"(-0.00042, 19.969]",8744.0
3308,6.216012937,"(-0.00042, 19.969]",8744.0
3309,6.088322359,"(-0.00042, 19.969]",8744.0
3310,5.698798649,"(-0.00042, 19.969]",8744.0
3311,5.86337915,"(-0.00042, 19.969]",8744.0
3312,6.280524233,"(-0.00042, 19.969]",8744.0
3313,5.861894899,"(-0.00042, 19.969]",8744.0
3314,6.344928499,"(-0.00042, 19.969]",8744.0
3315,6.173259953,"(-0.00042, 19.969]",8744.0
3316,5.976826414,"(-0.00042, 19.969]",8744.0
3317,6.212048122,"(-0.00042, 19.969]",8744.0
3318,6.131021892,"(-0.00042, 19.969]",8744.0
3319,6.206664599,"(-0.00042, 19.969]",8744.0
3320,6.194114409,"(-0.00042, 19.969]",8744.0
3321,6.181610461,"(-0.00042, 19.969]",8744.0
3322,5.995893723,"(-0.00042, 19.969]",8744.0
3323,5.856547408,"(-0.00042, 19.969]",8744.0
3324,5.774521922,"(-0.00042, 19.969]",8744.0
3325,5.511405389,"(-0.00042, 19.969]",8744.0
3326,5.496706655,"(-0.00042, 19.969]",8744.0
3327,5.185043424,"(-0.00042, 19.969]",8744.0
3328,1.712251211,"(-0.00042, 19.969]",8744.0
3329,3.273164411,"(-0.00042, 19.969]",8744.0
3330,3.338093477,"(-0.00042, 19.969]",8744.0
3331,3.507116737,"(-0.00042, 19.969]",8744.0
3332,3.366466366,"(-0.00042, 19.969]",8744.0
3333,3.731237797,"(-0.00042, 19.969]",8744.0
3334,3.786164547,"(-0.00042, 19.969]",8744.0
3335,4.527403511,"(-0.00042, 19.969]",8744.0
3336,4.861074288,"(-0.00042, 19.969]",8744.0
3337,5.572948328,"(-0.00042, 19.969]",8744.0
3338,6.652240392,"(-0.00042, 19.969]",8744.0
3339,6.678731755,"(-0.00042, 19.969]",8744.0
3340,5.962601626,"(-0.00042, 19.969]",8744.0
3341,6.368402507,"(-0.00042, 19.969]",8744.0
3342,7.495612723,"(-0.00042, 19.969]",8744.0
3343,8.595450171,"(-0.00042, 19.969]",8744.0
3344,8.054620003,"(-0.00042, 19.969]",8744.0
3345,9.820662533,"(-0.00042, 19.969]",8744.0
3346,9.528989653,"(-0.00042, 19.969]",8744.0
3347,11.311505133,"(-0.00042, 19.969]",8744.0
3348,9.804812834,"(-0.00042, 19.969]",8744.0
3349,10.102160288,"(-0.00042, 19.969]",8744.0
3350,10.392812606,"(-0.00042, 19.969]",8744.0
3351,10.920288395,"(-0.00042, 19.969]",8744.0
3352,11.023939521,"(-0.00042, 19.969]",8744.0
3353,11.279384817,"(-0.00042, 19.969]",8744.0
3354,10.567041569,"(-0.00042, 19.969]",8744.0
3355,10.567275501,"(-0.00042, 19.969]",8744.0
3356,11.049572077,"(-0.00042, 19.969]",8744.0
3357,12.04419499,"(-0.00042, 19.969]",8744.0
3358,12.978909454,"(-0.00042, 19.969]",8744.0
3359,12.507979955,"(-0.00042, 19.969]",8744.0
3360,12.991261219,"(-0.00042, 19.969]",8744.0
3361,14.667677633,"(-0.00042, 19.969]",8744.0
3362,13.155156951,"(-0.00042, 19.969]",8744.0
3363,15.632916846,"(-0.00042, 19.969]",8744.0
3364,13.809169483,"(-0.00042, 19.969]",8744.0
3365,13.359435087,"(-0.00042, 19.969]",8744.0
3366,13.976953419,"(-0.00042, 19.969]",8744.0
3367,13.915598011,"(-0.00042, 19.969]",8744.0
3368,14.82859048,"(-0.00042, 19.969]",8744.0
3369,16.224283162,"(-0.00042, 19.969]",8744.0
3370,15.455618309,"(-0.00042, 19.969]",8744.0
3371,15.646030285,"(-0.00042, 19.969]",8744.0
3372,15.93254059,"(-0.00042, 19.969]",8744.0
3373,14.945052444,"(-0.00042, 19.969]",8744.0
3374,13.986083909,"(-0.00042, 19.969]",8744.0
3375,14.185394761,"(-0.00042, 19.969]",8744.0
3376,12.97012071,"(-0.00042, 19.969]",8744.0
3377,11.842902104,"(-0.00042, 19.969]",8744.0
3378,12.986678197,"(-0.00042, 19.969]",8744.0
3379,11.721211746,"(-0.00042, 19.969]",8744.0
3417,0.709702689,"(-0.00042, 19.969]",8744.0
3418,0.745352748,"(-0.00042, 19.969]",8744.0
3419,1.088453547,"(-0.00042, 19.969]",8744.0
3420,1.26295262,"(-0.00042, 19.969]",8744.0
3421,1.642399925,"(-0.00042, 19.969]",8744.0
3422,1.371058953,"(-0.00042, 19.969]",8744.0
3423,1.373202516,"(-0.00042, 19.969]",8744.0
3424,1.376307764,"(-0.00042, 19.969]",8744.0
3425,1.139484736,"(-0.00042, 19.969]",8744.0
3426,1.179769114,"(-0.00042, 19.969]",8744.0
3427,1.360991625,"(-0.00042, 19.969]",8744.0
3428,1.158310361,"(-0.00042, 19.969]",8744.0
3429,1.622550764,"(-0.00042, 19.969]",8744.0
3430,1.167845665,"(-0.00042, 19.969]",8744.0
3431,1.240335923,"(-0.00042, 19.969]",8744.0
3432,0.264452943,"(-0.00042, 19.969]",8744.0
3433,0.327297719,"(-0.00042, 19.969]",8744.0
3434,0.172630373,"(-0.00042, 19.969]",8744.0
3435,0.142057451,"(-0.00042, 19.969]",8744.0
